0,-0.156058
1,-0.071057
2,0.00456
3,0.072342
4,0.133683
5,0.189835
6,0.241921
7,0.290958
8,0.337863
9,0.383474
10,0.42856
11,0.473835
12,0.519971
13,0.567608
14,0.617366
15,0.669854
16,0.725681
17,0.785466
18,0.849844
19,0.91948
20,0.995072
21,1.077366
22,1.167161
23,1.265318
24,1.372772
25,1.49054
26,1.619729
27,1.761551
28,1.917327
29,2.0885
30,2.276647
31,2.483479
32,2.710855
33,2.960783
34,3.235423
35,3.537075
36,3.868173
37,4.231255
38,4.628924
39,5.063794
40,5.538396
41,6.055064
42,6.615772
43,7.221918
44,7.874056
45,8.571547
46,9.312145
47,10.091518
48,10.902719
49,11.735639
50,12.576534
51,13.407692
52,14.207375
53,14.950186
54,15.607975
55,16.151371
56,16.551886
57,16.784447
58,16.830002
59,16.677778
60,16.326756
61,15.786043
62,15.074047
63,14.21661
64,13.244467
65,12.190484
66,11.087108
67,9.964313
68,8.848199
69,7.760242
70,6.717091
71,5.730779
72,4.8092
73,3.95671
74,3.174781
75,2.462625
76,1.817754
77,1.236466
78,0.714241
79,0.246066
80,-0.173319
81,-0.549227
82,-0.886894
83,-1.19137
84,-1.467464
85,-1.719702
86,-1.952306
87,-2.169191
88,-2.373971
89,-2.569971
90,-2.76025
91,-2.947618
92,-3.134663
93,-3.32377
94,-3.517145
95,-3.716834
96,-3.924742
97,-4.142642
98,-4.372188
99,-4.614916
100,-4.872243
101,-5.145459
102,-5.43571
103,-5.743973
104,-6.071021
105,-6.417378
106,-6.783267
107,-7.168533
108,-7.572572
109,-7.994236
110,-8.431734
111,-8.882534
112,-9.343255
113,-9.809585
114,-10.276207
115,-10.736774
116,-11.183928
117,-11.609395
118,-12.004155
119,-12.358716
120,-12.663473
121,-12.909157
122,-13.087332
123,-13.190921
124,-13.214699
125,-13.155695
126,-13.013467
127,-12.790203
128,-12.49064
129,-12.121794
130,-11.692554
131,-11.213166
132,-10.694671
133,-10.148351
134,-9.585233
135,-9.015672
136,-8.44904
137,-7.893522
138,-7.356007
139,-6.842072
140,-6.356023
141,-5.900995
142,-5.479072
143,-5.091434
144,-4.7385
145,-4.420074
146,-4.13548
147,-3.883683
148,-3.663394
149,-3.473165
150,-3.311466
151,-3.176744
152,-3.067478
153,-2.98222
154,-2.919622
155,-2.878458
156,-2.857645
157,-2.856248
158,-2.873492
159,-2.908758
160,-2.96159
161,-3.031688
162,-3.118908
163,-3.223253
164,-3.344874
165,-3.484053
166,-3.641202
167,-3.816849
168,-4.011626
169,-4.226255
170,-4.461525
171,-4.718274
172,-4.997352
173,-5.299592
174,-5.625758
175,-5.976491
176,-6.352241
177,-6.75318
178,-7.179102
179,-7.629313
180,-8.102491
181,-8.596546
182,-9.108461
183,-9.634139
184,-10.168255
185,-10.704146
186,-11.233747
187,-11.747597
188,-12.234969
189,-12.68411
190,-13.082632
191,-13.418055
192,-13.678464
193,-13.853258
194,-13.933905
195,-13.914623
196,-13.792914
197,-13.569846
198,-13.250067
199,-12.84153
200,-12.354963
201,-11.803164
202,-11.200191
203,-10.560549
204,-9.898465
205,-9.22727
206,-8.558949
